Type,Unique ID,ID,Name,Begin Time,End Time,Life Time,
"Thread",424,13920,"Unknown","2 405,51","2 410,42","4,90",
"Thread",425,3556,"Unknown","2 405,91","2 411,07","5,16",
"Thread",426,20088,"Unknown","2 406,33","2 411,53","5,20",
"Thread",427,14240,"Unknown","2 406,84","2 412,40","5,56",
"Thread",428,4500,"Unknown","2 407,23","2 413,12","5,88",
"Thread",429,9420,"Unknown","2 408,71","2 414,01","5,30",
"Thread",430,17224,"Unknown","2 409,19","2 414,24","5,05",
"Thread",431,18112,"Unknown","2 409,61","2 415,18","5,56",
"Thread",432,17888,"Unknown","2 410,44","2 415,74","5,31",
"Thread",433,4948,"Unknown","2 410,82","2 415,64","4,82",
"Thread",434,6244,"Unknown","2 411,56","2 416,99","5,43",
"Thread",435,4752,"Unknown","2 411,91","2 418,21","6,30",
"Thread",436,18648,"Unknown","2 412,77","2 418,09","5,32",
"Thread",437,3368,"Unknown","2 413,23","2 419,35","6,12",
"Thread",438,16052,"Unknown","2 415,21","2 420,71","5,50",
"Thread",439,15104,"Unknown","2 416,39","2 421,37","4,99",
"Thread",440,16276,"Unknown","2 416,80","2 422,10","5,30",
"Thread",441,13928,"Unknown","2 417,22","2 422,01","4,79",
"Thread",442,19356,"Unknown","2 417,62","2 422,22","4,60",
"Thread",443,7528,"Unknown","2 418,11","2 422,59","4,48",
"Thread",444,16444,"Unknown","2 418,54","2 423,33","4,79",
"Thread",445,12420,"Unknown","2 418,98","2 424,16","5,18",
"Thread",446,6784,"Unknown","2 419,54","2 424,75","5,21",
"Thread",447,20032,"Unknown","2 472,47","2 476,74","4,28",
"Thread",448,10008,"Unknown","2 473,09","2 476,45","3,35",
"Thread",449,3188,"Unknown","2 473,79","2 477,73","3,94",
"Thread",450,3304,"Unknown","2 474,34","2 478,31","3,97",
"Thread",451,5668,"Unknown","2 474,77","2 479,81","5,04",
"Thread",452,11892,"Unknown","2 475,17","2 479,90","4,72",
"Thread",453,19940,"Unknown","2 475,55","2 480,61","5,06",
"Thread",454,5968,"Unknown","2 475,98","2 481,32","5,34",
"Thread",455,10264,"Unknown","2 476,38","2 481,70","5,33",
"Thread",456,12756,"Unknown","2 477,00","2 481,31","4,32",
"Thread",457,4260,"Unknown","2 477,39","2 482,06","4,68",
"Thread",458,1328,"Unknown","2 477,91","2 483,24","5,33",
"Thread",459,18232,"Unknown","2 478,49","2 483,88","5,39",
"Thread",460,12536,"Unknown","2 479,92","2 484,69","4,77",
"Thread",461,20276,"Unknown","2 480,30","2 485,10","4,81",
"Thread",462,14056,"Unknown","2 480,78","2 486,07","5,28",
"Thread",463,2588,"Unknown","2 481,44","2 486,80","5,36",
"Thread",464,14424,"Unknown","2 481,83","2 486,59","4,76",
"Thread",465,16556,"Unknown","2 482,28","2 487,27","4,99",
"Thread",466,19592,"Unknown","2 482,66","2 487,68","5,02",
"Thread",467,5696,"Unknown","2 483,41","2 489,33","5,92",
"Thread",468,140,"Unknown","2 484,69","2 490,41","5,72",
"Thread",469,16792,"Unknown","2 485,11","2 490,08","4,97",
"Thread",470,20204,"Unknown","2 485,49","2 490,51","5,02",
"Thread",471,19480,"Unknown","2 486,24","2 490,75","4,50",
"Thread",472,19764,"Unknown","2 486,76","2 491,49","4,73",
"Thread",473,11188,"Unknown","2 487,29","2 491,89","4,60",
"Thread",474,13144,"Unknown","2 487,84","2 492,31","4,47",
"Thread",475,16488,"Unknown","2 488,24","2 492,24","4,01",
"Thread",476,17388,"Unknown","2 489,45","2 492,86","3,41",
"Thread",477,7676,"Unknown","2 538,93","2 542,71","3,77",
"Thread",478,13624,"Unknown","2 539,67","2 543,02","3,35",
"Thread",479,19352,"Unknown","2 540,32","2 544,58","4,26",
"Thread",480,14084,"Unknown","2 540,85","2 545,00","4,15",
"Thread",481,20024,"Unknown","2 541,27","2 546,85","5,58",
"Thread",482,12144,"Unknown","2 541,66","2 545,97","4,30",
"Thread",483,18568,"Unknown","2 542,06","2 546,49","4,42",
"Thread",484,15096,"Unknown","2 542,43","2 546,78","4,35",
"Thread",485,20136,"Unknown","2 542,84","2 547,55","4,70",
"Thread",486,9360,"Unknown","2 543,31","2 548,69","5,38",
"Thread",487,16548,"Unknown","2 543,76","2 549,12","5,36",
"Thread",488,13752,"Unknown","2 544,76","2 549,44","4,67",
"Thread",489,17032,"Unknown","2 545,17","2 550,74","5,57",
"Thread",490,19388,"Unknown","2 546,26","2 550,66","4,40",
"Thread",491,5140,"Unknown","2 546,77","2 551,40","4,63",
"Thread",492,20152,"Unknown","2 547,23","2 551,54","4,31",
"Thread",493,18588,"Unknown","2 547,65","2 552,60","4,95",
"Thread",494,16504,"Unknown","2 548,04","2 553,43","5,39",
"Thread",495,10940,"Unknown","2 548,87","2 553,20","4,33",
"Thread",496,5000,"Unknown","2 549,31","2 553,97","4,66",
"Thread",497,376,"Unknown","2 549,72","2 555,06","5,33",
"Thread",498,14592,"Unknown","2 550,89","2 555,39","4,50",
"Thread",499,16188,"Unknown","2 551,36","2 555,98","4,62",
"Thread",500,19748,"Unknown","2 551,75","2 556,66","4,91",
"Thread",501,17592,"Unknown","2 552,13","2 556,78","4,64",
"Thread",502,13132,"Unknown","2 552,78","2 557,21","4,42",
"Thread",503,3248,"Unknown","2 553,58","2 558,57","4,99",
"Thread",504,18008,"Unknown","2 553,98","2 557,92","3,94",
"Thread",505,16452,"Unknown","2 554,36","2 559,01","4,64",
"Thread",506,17988,"Unknown","2 555,24","2 559,94","4,70",
"Thread",507,1296,"Unknown","2 555,67","2 559,83","4,15",
"Thread",508,1232,"Unknown","2 607,46","2 611,50","4,04",
"Thread",509,10040,"Unknown","2 608,20","2 612,03","3,83",
"Thread",510,4024,"Unknown","2 609,06","2 612,73","3,67",
"Thread",511,9376,"Unknown","2 609,72","2 613,57","3,85",
"Thread",512,16184,"Unknown","2 610,11","2 614,34","4,23",
"Thread",513,6528,"Unknown","2 610,51","2 615,08","4,57",
"Thread",514,13444,"Unknown","2 610,93","2 615,66","4,73",
"Thread",515,16472,"Unknown","2 611,29","2 616,36","5,06",
"Thread",516,7604,"Unknown","2 611,70","2 615,98","4,29",
"Thread",517,11492,"Unknown","2 612,17","2 617,34","5,17",
"Thread",518,15948,"Unknown","2 612,90","2 617,45","4,55",
"Thread",519,9208,"Unknown","2 613,71","2 619,32","5,61",
"Thread",520,2924,"Unknown","2 614,10","2 618,92","4,82",
"Thread",521,20368,"Unknown","2 614,54","2 619,81","5,27",
"Thread",522,3096,"Unknown","2 615,68","2 620,00","4,32",
"Thread",523,2704,"Unknown","2 616,20","2 620,73","4,53",
"Thread",524,17936,"Unknown","2 616,59","2 621,11","4,52",
"Thread",525,7196,"Unknown","2 617,09","2 621,63","4,54",
"Thread",526,18140,"Unknown","2 617,54","2 622,66","5,13",
"Thread",527,2752,"Unknown","2 617,92","2 623,76","5,84",
"Thread",528,4976,"Unknown","2 619,52","2 623,76","4,24",
"Thread",529,17244,"Unknown","2 619,92","2 624,19","4,28",
"Thread",530,13872,"Unknown","2 620,29","2 625,08","4,79",
"Thread",531,13468,"Unknown","2 620,68","2 625,65","4,97",
"Thread",532,5992,"Unknown","2 621,23","2 627,15","5,92",
"Thread",533,2744,"Unknown","2 621,95","2 627,58","5,63",
"Thread",534,20400,"Unknown","2 623,90","2 627,55","3,65",
"Thread",535,17896,"Unknown","2 624,48","2 628,72","4,24",
"Thread",536,13744,"Unknown","2 624,92","2 629,06","4,14",
"Thread",537,18836,"Unknown","2 625,38","2 629,21","3,82",
"Thread",538,7240,"Unknown","2 625,77","2 629,61","3,85",
"Thread",539,16816,"Unknown","2 626,14","2 630,18","4,04",
"Thread",540,1764,"Unknown","2 677,20","2 681,11","3,91",
"Thread",541,2164,"Unknown","2 677,75","2 681,16","3,42",
"Thread",542,6948,"Unknown","2 678,55","2 682,50","3,94",
"Thread",543,17900,"Unknown","2 679,13","2 683,28","4,15",
"Thread",544,3064,"Unknown","2 679,68","2 684,53","4,85",
"Thread",545,6832,"Unknown","2 680,11","2 685,16","5,05",
"Thread",546,18884,"Unknown","2 680,56","2 684,71","4,14",
"Thread",547,3156,"Unknown","2 680,95","2 685,88","4,93",
"Thread",548,240,"Unknown","2 681,40","2 686,20","4,80",
"Thread",549,18584,"Unknown","2 681,79","2 686,67","4,88",
"Thread",550,7124,"Unknown","2 682,29","2 688,22","5,93",
"Thread",551,13520,"Unknown","2 682,94","2 687,83","4,90",
"Thread",552,13812,"Unknown","2 683,69","2 688,25","4,56",
"Thread",553,18324,"Unknown","2 684,72","2 689,64","4,92",
"Thread",554,14620,"Unknown","2 685,71","2 690,97","5,26",
"Thread",555,17052,"Unknown","2 686,18","2 690,16","3,98",
"Thread",556,16256,"Unknown","2 686,60","2 692,01","5,41",
"Thread",557,12184,"Unknown","2 687,12","2 692,01","4,89",
"Thread",558,15824,"Unknown","2 687,85","2 691,75","3,90",
"Thread",559,13248,"Unknown","2 688,37","2 693,50","5,13",
"Thread",560,14496,"Unknown","2 688,73","2 693,10","4,36",
"Thread",561,19620,"Unknown","2 689,14","2 693,67","4,52",
"Thread",562,14404,"Unknown","2 689,92","2 694,93","5,01",
"Thread",563,17992,"Unknown","2 690,45","2 695,45","5,00",
"Thread",564,19688,"Unknown","2 691,12","2 696,24","5,12",
"Thread",565,19728,"Unknown","2 692,03","2 696,50","4,47",
"Thread",566,6660,"Unknown","2 692,63","2 697,16","4,53",
"Thread",567,17980,"Unknown","2 693,03","2 697,44","4,41",
"Thread",568,20052,"Unknown","2 693,53","2 698,07","4,54",
"Thread",569,3828,"Unknown","2 693,94","2 698,42","4,48",
"Thread",570,3100,"Unknown","2 694,55","2 698,63","4,08",
"Thread",571,19112,"Unknown","2 695,47","2 699,24","3,78",
"Thread",572,9552,"Unknown","2 695,84","2 699,53","3,69",
"Thread",573,4600,"Unknown","2 745,05","2 748,83","3,78",
"Thread",574,17048,"Unknown","2 745,63","2 749,17","3,54",
"Thread",575,18680,"Unknown","2 746,39","2 750,62","4,23",
"Thread",576,19084,"Unknown","2 746,87","2 751,14","4,27",
"Thread",577,9880,"Unknown","2 747,27","2 751,54","4,27",
"Thread",578,6620,"Unknown","2 747,65","2 752,21","4,56",
"Thread",579,19420,"Unknown","2 748,17","2 752,88","4,71",
"Thread",580,3744,"Unknown","2 748,57","2 753,42","4,85",
"Thread",581,2120,"Unknown","2 749,00","2 752,90","3,91",
"Thread",582,7588,"Unknown","2 749,45","2 753,57","4,12",
"Thread",583,11940,"Unknown","2 749,83","2 754,92","5,09",
"Thread",584,5348,"Unknown","2 750,85","2 755,35","4,49",
"Thread",585,17816,"Unknown","2 751,57","2 756,53","4,97",
"Thread",586,14072,"Unknown","2 751,96","2 756,04","4,08",
"Thread",587,18864,"Unknown","2 752,44","2 756,67","4,23",
"Thread",588,4020,"Unknown","2 753,03","2 757,83","4,80",
"Thread",589,13796,"Unknown","2 753,58","2 758,15","4,57",
"Thread",590,16132,"Unknown","2 754,01","2 758,88","4,87",
"Thread",591,3068,"Unknown","2 754,39","2 759,16","4,77",
"Thread",592,18904,"Unknown","2 755,24","2 759,78","4,54",
"Thread",593,620,"Unknown","2 755,93","2 761,08","5,15",
"Thread",594,1652,"Unknown","2 756,55","2 760,80","4,25",
"Thread",595,14356,"Unknown","2 756,93","2 761,63","4,70",
"Thread",596,11964,"Unknown","2 758,03","2 762,71","4,69",
"Thread",597,14928,"Unknown","2 758,55","2 763,54","4,98",
"Thread",598,20044,"Unknown","2 758,97","2 763,67","4,70",
"Thread",599,16568,"Unknown","2 759,37","2 763,62","4,25",
"Thread",600,1196,"Unknown","2 759,76","2 764,86","5,10",
"Thread",601,18080,"Unknown","2 760,34","2 764,80","4,46",
"Thread",602,15476,"Unknown","2 761,09","2 764,98","3,89",
"Thread",603,3572,"Unknown","2 761,66","2 766,41","4,75",
"Thread",604,17928,"Unknown","2 762,53","2 766,82","4,29",
"Thread",605,2168,"Unknown","2 762,97","2 766,27","3,30",
"Thread",606,18228,"Unknown","2 763,75","2 766,54","2,79",
"Thread",607,15832,"Unknown","2 812,87","2 816,53","3,66",
"Thread",608,12804,"Unknown","2 813,46","2 816,22","2,76",
"Thread",609,18376,"Unknown","2 814,20","2 817,58","3,38",
"Thread",610,13180,"Unknown","2 814,77","2 818,38","3,61",
"Thread",611,18264,"Unknown","2 815,23","2 819,43","4,20",
"Thread",612,4900,"Unknown","2 815,66","2 819,59","3,93",
"Thread",613,18188,"Unknown","2 816,06","2 820,05","3,99",
"Thread",614,2256,"Unknown","2 816,48","2 820,35","3,87",
"Thread",615,2912,"Unknown","2 816,90","2 820,85","3,95",
"Thread",616,15412,"Unknown","2 817,28","2 821,88","4,60",
"Thread",617,548,"Unknown","2 817,68","2 822,05","4,36",
"Thread",618,20248,"Unknown","2 818,07","2 822,13","4,06",
"Thread",619,19476,"Unknown","2 818,56","2 823,19","4,63",
"Thread",620,19880,"Unknown","2 819,68","2 823,71","4,03",
"Thread",621,15456,"Unknown","2 820,06","2 823,87","3,82",
"Thread",622,18804,"Unknown","2 820,48","2 824,45","3,98",
"Thread",623,1508,"Unknown","2 820,87","2 825,89","5,02",
"Thread",624,5292,"Unknown","2 821,25","2 826,08","4,84",
"Thread",625,14020,"Unknown","2 822,07","2 825,89","3,83",
"Thread",626,17552,"Unknown","2 822,46","2 827,12","4,67",
"Thread",627,14868,"Unknown","2 822,85","2 826,96","4,12",
"Thread",628,4504,"Unknown","2 823,29","2 827,22","3,93",
"Thread",629,15480,"Unknown","2 823,81","2 828,92","5,11",
"Thread",630,2860,"Unknown","2 824,48","2 829,55","5,07",
"Thread",631,6616,"Unknown","2 825,91","2 831,33","5,42",
"Thread",632,11884,"Unknown","2 826,37","2 830,41","4,04",
"Thread",633,9416,"Unknown","2 827,09","2 831,03","3,94",
"Thread",634,11460,"Unknown","2 827,55","2 831,72","4,17",
"Thread",635,20064,"Unknown","2 827,93","2 832,59","4,65",
"Thread",636,2348,"Unknown","2 828,30","2 834,22","5,93",
"Thread",637,3752,"Unknown","2 830,18","2 834,16","3,98",
"Thread",638,1784,"Unknown","2 830,55","2 834,31","3,76",
"Thread",639,1960,"Unknown","2 830,91","2 835,01","4,10",
"Thread",640,14748,"Unknown","2 831,44","2 835,28","3,83",
"Thread",641,6368,"Unknown","2 831,91","2 835,46","3,55",
"Thread",642,17600,"Unknown","2 882,98","2 887,18","4,20",
"Thread",643,19520,"Unknown","2 883,63","2 887,14","3,51",
"Thread",644,2936,"Unknown","2 884,37","2 888,40","4,03",
"Thread",645,16852,"Unknown","2 884,82","2 888,88","4,07",
"Thread",646,480,"Unknown","2 885,21","2 888,95","3,75",
"Thread",647,7632,"Unknown","2 885,61","2 889,54","3,93",
"Thread",648,11936,"Unknown","2 886,05","2 890,06","4,01",
"Thread",649,14780,"Unknown","2 886,42","2 890,51","4,09",
"Thread",650,19744,"Unknown","2 886,87","2 890,74","3,87",
"Thread",651,17040,"Unknown","2 887,30","2 891,40","4,10",
"Thread",652,15984,"Unknown","2 887,71","2 892,30","4,59",
"Thread",653,18192,"Unknown","2 888,90","2 892,88","3,99",
"Thread",654,15400,"Unknown","2 889,30","2 893,08","3,78",
"Thread",655,14556,"Unknown","2 889,70","2 893,88","4,18",
"Thread",656,17628,"Unknown","2 890,26","2 894,04","3,78",
"Thread",657,14676,"Unknown","2 890,65","2 894,90","4,25",
"Thread",658,16464,"Unknown","2 891,03","2 896,18","5,16",
"Thread",659,2212,"Unknown","2 891,42","2 895,75","4,33",
"Thread",660,13452,"Unknown","2 891,80","2 895,74","3,94",
"Thread",661,17820,"Unknown","2 892,49","2 896,40","3,90",
"Thread",662,1984,"Unknown","2 893,08","2 897,29","4,20",
"Thread",663,3328,"Unknown","2 893,56","2 897,57","4,02",
"Thread",664,15668,"Unknown","2 894,05","2 898,73","4,67",
"Thread",665,16364,"Unknown","2 894,43","2 898,62","4,19",
"Thread",666,11548,"Unknown","2 895,11","2 899,93","4,82",
"Thread",667,17984,"Unknown","2 896,01","2 900,55","4,54",
"Thread",668,18352,"Unknown","2 896,38","2 900,16","3,78",
"Thread",669,16240,"Unknown","2 896,78","2 900,69","3,91",
"Thread",670,14728,"Unknown","2 897,17","2 900,90","3,73",
"Thread",671,18304,"Unknown","2 897,63","2 902,22","4,59",
"Thread",672,6968,"Unknown","2 898,01","2 902,28","4,27",
"Thread",673,13696,"Unknown","2 898,72","2 902,37","3,65",
"Thread",674,17560,"Unknown","2 899,11","2 903,87","4,75",
"Thread",675,18752,"Unknown","2 900,11","2 903,30","3,19",
"Thread",676,20212,"Unknown","2 900,58","2 904,25","3,68",
"Thread",677,9480,"Unknown","2 901,01","2 903,60","2,59",
"Thread",678,3636,"Unknown","2 951,21","2 954,66","3,45",
"Thread",679,15372,"Unknown","2 951,78","2 954,55","2,76",
"Thread",680,9764,"Unknown","2 952,41","2 955,72","3,31",
"Thread",681,9440,"Unknown","2 952,93","2 956,62","3,69",
"Thread",682,6012,"Unknown","2 953,29","2 957,11","3,82",
"Thread",683,18124,"Unknown","2 953,67","2 957,53","3,86",
"Thread",684,4856,"Unknown","2 954,01","2 957,97","3,95",
"Thread",685,17748,"Unknown","2 954,38","2 957,94","3,56",
"Thread",686,19288,"Unknown","2 954,79","2 958,55","3,77",
"Thread",687,10068,"Unknown","2 955,15","2 960,49","5,34",
"Thread",688,14532,"Unknown","2 955,57","2 959,48","3,92",
"Thread",689,13776,"Unknown","2 956,08","2 960,67","4,59",
"Thread",690,17576,"Unknown","2 956,78","2 960,80","4,02",
"Thread",691,14196,"Unknown","2 957,30","2 961,08","3,78",
"Thread",692,7516,"Unknown","2 957,72","2 961,65","3,92",
"Thread",693,128,"Unknown","2 958,13","2 962,32","4,19",
"Thread",694,11716,"Unknown","2 958,53","2 962,65","4,11",
"Thread",695,3844,"Unknown","2 958,90","2 962,81","3,90",
"Thread",696,18520,"Unknown","2 959,60","2 964,10","4,50",
"Thread",697,15936,"Unknown","2 960,60","2 964,37","3,77",
"Thread",698,17604,"Unknown","2 961,02","2 965,01","3,99",
"Thread",699,9824,"Unknown","2 961,43","2 965,35","3,93",
"Thread",700,15748,"Unknown","2 961,89","2 966,03","4,14",
"Thread",701,2356,"Unknown","2 962,26","2 966,63","4,37",
"Thread",702,17076,"Unknown","2 962,67","2 966,98","4,31",
"Thread",703,16088,"Unknown","2 963,19","2 967,65","4,46",
"Thread",704,13576,"Unknown","2 964,20","2 967,92","3,72",
"Thread",705,17320,"Unknown","2 964,57","2 968,49","3,92",
"Thread",706,13840,"Unknown","2 964,97","2 969,09","4,12",
"Thread",707,7564,"Unknown","2 965,46","2 970,04","4,58",
"Thread",708,3400,"Unknown","2 965,83","2 970,26","4,44",
"Thread",709,12860,"Unknown","2 966,25","2 970,35","4,10",
"Thread",710,11752,"Unknown","2 966,79","2 970,83","4,04",
"Thread",711,16196,"Unknown","2 967,32","2 971,15","3,83",
"Thread",712,19840,"Unknown","2 967,94","2 972,42","4,48",
"Thread",713,15492,"Unknown","2 968,37","2 972,27","3,90",
"Thread",714,6296,"Unknown","2 968,93","2 971,67","2,74",
"Thread",715,7612,"Unknown","3 019,67","3 023,13","3,45",
"Thread",716,6924,"Unknown","3 020,30","3 023,29","2,98",
"Thread",717,3984,"Unknown","3 020,96","3 024,09","3,13",
"Thread",718,6888,"Unknown","3 021,56","3 025,01","3,45",
"Thread",719,11616,"Unknown","3 022,01","3 025,31","3,30",
"Thread",720,15332,"Unknown","3 022,41","3 025,84","3,42",
"Thread",721,9260,"Unknown","3 022,83","3 026,36","3,53",
"Thread",722,19216,"Unknown","3 023,26","3 026,84","3,59",
"Thread",723,8452,"Unknown","3 023,66","3 027,88","4,22",
"Thread",724,11556,"Unknown","3 024,10","3 027,89","3,78",
"Thread",725,19300,"Unknown","3 024,47","3 029,56","5,09",
"Thread",726,19092,"Unknown","3 024,86","3 028,65","3,79",
"Thread",727,18396,"Unknown","3 025,29","3 030,33","5,04",
"Thread",728,15864,"Unknown","3 025,96","3 030,42","4,45",
"Thread",729,16252,"Unknown","3 026,38","3 030,57","4,20",
"Thread",730,3228,"Unknown","3 027,04","3 031,17","4,13",
"Thread",731,15428,"Unknown","3 027,91","3 032,71","4,80",
"Thread",732,14244,"Unknown","3 028,53","3 033,01","4,49",
"Thread",733,5888,"Unknown","3 029,55","3 033,34","3,79",
"Thread",734,9024,"Unknown","3 030,59","3 034,03","3,45",
"Thread",735,19404,"Unknown","3 031,03","3 034,53","3,50",
"Thread",736,3160,"Unknown","3 031,38","3 035,05","3,67",
"Thread",737,18364,"Unknown","3 031,73","3 036,12","4,39",
"Thread",738,16936,"Unknown","3 032,15","3 036,80","4,65",
"Thread",739,11724,"Unknown","3 032,94","3 036,84","3,90",
"Thread",740,4000,"Unknown","3 033,43","3 037,05","3,62",
"Thread",741,6276,"Unknown","3 033,83","3 037,76","3,93",
"Thread",742,8644,"Unknown","3 034,24","3 037,87","3,63",
"Thread",743,7560,"Unknown","3 034,72","3 038,48","3,76",
